PARAM_ID,STEP_ID,TEMPERATURE,PRESSURE,SPEED,DURATION,ADDITIONAL_PARAMS
PARAM-040414,STEP-040414,77.7,34.5,,127,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.0}"
PARAM-040415,STEP-040415,20.6,65.0,,385,{}
PARAM-040416,STEP-040416,20.7,,,46,{}
PARAM-040417,STEP-040417,23.4,76.0,,437,{}
PARAM-040418,STEP-040418,24.1,189.8,,71,{}
PARAM-040419,STEP-040419,21.8,,,50,{}
PARAM-040420,STEP-040420,28.4,,1328.3,152,{}
PARAM-040421,STEP-040421,1698.6,,9.5,129,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040422,STEP-040422,864.7,,,3778,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-040423,STEP-040423,70.9,42.7,,127,"{""coating_type"": ""powder"", ""thickness_mil"": 4.4}"
PARAM-040424,STEP-040424,24.2,72.0,,351,{}
PARAM-040425,STEP-040425,22.5,,,34,{}
PARAM-040426,STEP-040426,20.8,90.3,,562,{}
PARAM-040427,STEP-040427,24.9,282.8,,67,{}
PARAM-040428,STEP-040428,24.6,,,76,{}
PARAM-040429,STEP-040429,34.4,,850.0,52,{}
PARAM-040430,STEP-040430,1659.8,,9.1,249,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040431,STEP-040431,879.2,,,3787,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-040432,STEP-040432,78.0,33.0,,294,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.1}"
PARAM-040433,STEP-040433,22.4,80.1,,189,{}
PARAM-040434,STEP-040434,22.0,,,31,{}
PARAM-040435,STEP-040435,22.1,55.4,,373,{}
PARAM-040436,STEP-040436,21.1,235.4,,81,{}
PARAM-040437,STEP-040437,20.7,,,58,{}
PARAM-040438,STEP-040438,33.8,,979.5,176,{}
PARAM-040439,STEP-040439,1573.6,,13.5,107,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-040440,STEP-040440,863.4,,,3240,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040441,STEP-040441,64.9,32.2,,232,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.6}"
PARAM-040442,STEP-040442,22.2,65.1,,245,{}
PARAM-040443,STEP-040443,24.9,,,56,{}
PARAM-040444,STEP-040444,22.1,50.2,,527,{}
PARAM-040445,STEP-040445,21.7,205.0,,148,{}
PARAM-040446,STEP-040446,23.7,,,85,{}
PARAM-040447,STEP-040447,30.0,,965.5,109,{}
PARAM-040448,STEP-040448,1678.8,,5.9,288,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040449,STEP-040449,883.6,,,3619,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-040450,STEP-040450,76.8,30.0,,218,"{""coating_type"": ""powder"", ""thickness_mil"": 2.8}"
PARAM-040451,STEP-040451,22.5,55.4,,232,{}
PARAM-040452,STEP-040452,20.3,,,60,{}
PARAM-040453,STEP-040453,24.1,50.7,,406,{}
PARAM-040454,STEP-040454,24.5,106.6,,154,{}
PARAM-040455,STEP-040455,22.9,,,77,{}
PARAM-040456,STEP-040456,34.7,,1389.2,39,{}
PARAM-040457,STEP-040457,1571.3,,13.1,225,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040458,STEP-040458,876.2,,,3691,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040459,STEP-040459,68.2,38.5,,276,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.7}"
PARAM-040460,STEP-040460,23.4,86.7,,332,{}
PARAM-040461,STEP-040461,24.5,,,38,{}
PARAM-040462,STEP-040462,23.9,96.9,,537,{}
PARAM-040463,STEP-040463,21.9,384.3,,141,{}
PARAM-040464,STEP-040464,20.3,,,56,{}
PARAM-040465,STEP-040465,28.0,,1026.3,38,{}
PARAM-040466,STEP-040466,1678.5,,11.3,129,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-040467,STEP-040467,895.3,,,3747,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-040468,STEP-040468,63.8,44.6,,192,"{""coating_type"": ""powder"", ""thickness_mil"": 4.7}"
PARAM-040469,STEP-040469,20.3,74.9,,182,{}
PARAM-040470,STEP-040470,22.6,,,35,{}
PARAM-040471,STEP-040471,24.8,56.8,,288,{}
PARAM-040472,STEP-040472,21.4,332.7,,127,{}
PARAM-040473,STEP-040473,24.8,,,65,{}
PARAM-040474,STEP-040474,31.4,,967.0,109,{}
PARAM-040475,STEP-040475,1709.5,,14.0,200,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-040476,STEP-040476,880.0,,,3530,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-040477,STEP-040477,80.0,46.6,,127,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.2}"
PARAM-040478,STEP-040478,24.5,52.0,,325,{}
PARAM-040479,STEP-040479,22.7,,,32,{}
PARAM-040480,STEP-040480,23.3,94.2,,420,{}
PARAM-040481,STEP-040481,21.5,285.5,,92,{}
PARAM-040482,STEP-040482,24.2,,,54,{}
PARAM-040483,STEP-040483,27.2,,1065.4,158,{}
PARAM-040484,STEP-040484,1760.0,,11.1,247,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-040485,STEP-040485,899.9,,,3180,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040486,STEP-040486,63.3,41.1,,191,"{""coating_type"": ""powder"", ""thickness_mil"": 4.9}"
PARAM-040487,STEP-040487,23.3,57.9,,250,{}
PARAM-040488,STEP-040488,22.2,,,44,{}
PARAM-040489,STEP-040489,21.2,79.7,,353,{}
PARAM-040490,STEP-040490,20.9,187.5,,160,{}
PARAM-040491,STEP-040491,21.9,,,46,{}
PARAM-040492,STEP-040492,34.4,,1216.7,158,{}
PARAM-040493,STEP-040493,1635.3,,12.0,82,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040494,STEP-040494,853.4,,,3897,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-040495,STEP-040495,69.9,35.5,,264,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.7}"
PARAM-040496,STEP-040496,23.8,75.4,,256,{}
PARAM-040497,STEP-040497,24.3,,,54,{}
PARAM-040498,STEP-040498,21.0,90.3,,494,{}
PARAM-040499,STEP-040499,23.9,164.4,,62,{}
PARAM-040500,STEP-040500,21.3,,,48,{}
PARAM-040501,STEP-040501,28.7,,1099.9,124,{}
PARAM-040502,STEP-040502,1534.1,,12.8,297,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040503,STEP-040503,814.3,,,2738,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-040504,STEP-040504,60.8,42.2,,151,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.7}"
PARAM-040505,STEP-040505,22.4,60.3,,202,{}
PARAM-040506,STEP-040506,21.4,,,54,{}
PARAM-040507,STEP-040507,23.3,50.3,,250,{}
PARAM-040508,STEP-040508,23.9,485.3,,107,{}
PARAM-040509,STEP-040509,21.9,,,42,{}
PARAM-040510,STEP-040510,27.0,,1165.6,105,{}
PARAM-040511,STEP-040511,1751.3,,11.8,197,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040512,STEP-040512,887.2,,,3995,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-040513,STEP-040513,73.6,48.8,,265,"{""coating_type"": ""powder"", ""thickness_mil"": 4.7}"
PARAM-040514,STEP-040514,21.0,54.9,,453,{}
PARAM-040515,STEP-040515,23.4,,,53,{}
PARAM-040516,STEP-040516,21.8,90.4,,558,{}
PARAM-040517,STEP-040517,23.0,334.3,,62,{}
PARAM-040518,STEP-040518,23.2,,,32,{}
PARAM-040519,STEP-040519,30.2,,1177.6,37,{}
PARAM-040520,STEP-040520,1529.2,,12.9,75,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-040521,STEP-040521,864.9,,,4155,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040522,STEP-040522,79.4,40.5,,248,"{""coating_type"": ""powder"", ""thickness_mil"": 2.9}"
PARAM-040523,STEP-040523,21.8,50.9,,283,{}
PARAM-040524,STEP-040524,23.3,,,51,{}
PARAM-040525,STEP-040525,22.1,55.1,,347,{}
PARAM-040526,STEP-040526,22.2,382.1,,137,{}
PARAM-040527,STEP-040527,22.7,,,30,{}
PARAM-040528,STEP-040528,31.6,,920.5,160,{}
PARAM-040529,STEP-040529,1724.6,,8.0,274,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-040530,STEP-040530,815.5,,,2711,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040531,STEP-040531,66.7,35.3,,171,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.0}"
PARAM-040532,STEP-040532,22.1,87.8,,428,{}
PARAM-040533,STEP-040533,20.9,,,37,{}
PARAM-040534,STEP-040534,23.0,64.7,,430,{}
PARAM-040535,STEP-040535,20.2,246.8,,159,{}
PARAM-040536,STEP-040536,22.2,,,50,{}
PARAM-040537,STEP-040537,30.5,,1104.5,80,{}
PARAM-040538,STEP-040538,1734.7,,7.9,192,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040539,STEP-040539,858.7,,,4073,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-040540,STEP-040540,62.4,34.2,,224,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.6}"
PARAM-040541,STEP-040541,22.3,99.5,,466,{}
PARAM-040542,STEP-040542,23.8,,,48,{}
PARAM-040543,STEP-040543,20.9,86.3,,464,{}
PARAM-040544,STEP-040544,24.6,319.4,,137,{}
PARAM-040545,STEP-040545,23.0,,,54,{}
PARAM-040546,STEP-040546,30.0,,1063.6,100,{}
PARAM-040547,STEP-040547,1722.8,,10.6,285,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040548,STEP-040548,863.1,,,3777,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-040549,STEP-040549,70.3,39.5,,222,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.0}"
PARAM-040550,STEP-040550,21.8,59.7,,420,{}
PARAM-040551,STEP-040551,22.0,,,31,{}
PARAM-040552,STEP-040552,22.0,99.5,,598,{}
PARAM-040553,STEP-040553,21.7,233.0,,142,{}
PARAM-040554,STEP-040554,20.4,,,82,{}
PARAM-040555,STEP-040555,28.7,,1410.9,40,{}
PARAM-040556,STEP-040556,1729.6,,7.2,233,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-040557,STEP-040557,865.4,,,3891,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-040558,STEP-040558,75.4,39.9,,262,"{""coating_type"": ""powder"", ""thickness_mil"": 3.3}"
PARAM-040559,STEP-040559,24.2,54.2,,274,{}
PARAM-040560,STEP-040560,21.6,,,34,{}
PARAM-040561,STEP-040561,20.9,69.9,,589,{}
PARAM-040562,STEP-040562,21.2,454.7,,152,{}
PARAM-040563,STEP-040563,23.4,,,72,{}
PARAM-040564,STEP-040564,25.8,,1008.0,139,{}
PARAM-040565,STEP-040565,1614.6,,11.1,190,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-040566,STEP-040566,886.6,,,3150,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-040567,STEP-040567,67.0,31.5,,135,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.6}"
PARAM-040568,STEP-040568,24.3,66.5,,233,{}
PARAM-040569,STEP-040569,20.1,,,33,{}
PARAM-040570,STEP-040570,24.5,87.1,,536,{}
PARAM-040571,STEP-040571,22.3,271.8,,150,{}
PARAM-040572,STEP-040572,21.5,,,40,{}
PARAM-040573,STEP-040573,28.5,,1424.2,105,{}
PARAM-040574,STEP-040574,1762.6,,9.1,262,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040575,STEP-040575,862.5,,,3641,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-040576,STEP-040576,68.5,30.7,,252,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.3}"
PARAM-040577,STEP-040577,20.8,53.2,,251,{}
PARAM-040578,STEP-040578,23.4,,,44,{}
PARAM-040579,STEP-040579,23.5,90.0,,572,{}
PARAM-040580,STEP-040580,21.8,251.8,,92,{}
PARAM-040581,STEP-040581,22.2,,,80,{}
PARAM-040582,STEP-040582,28.9,,1366.7,61,{}
PARAM-040583,STEP-040583,1619.0,,12.5,114,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040584,STEP-040584,817.3,,,2710,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040585,STEP-040585,62.8,36.4,,232,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.3}"
PARAM-040586,STEP-040586,23.2,61.2,,465,{}
PARAM-040587,STEP-040587,20.4,,,44,{}
PARAM-040588,STEP-040588,21.1,68.1,,455,{}
PARAM-040589,STEP-040589,21.4,411.4,,115,{}
PARAM-040590,STEP-040590,24.6,,,82,{}
PARAM-040591,STEP-040591,28.7,,1113.7,177,{}
PARAM-040592,STEP-040592,1600.2,,11.4,256,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040593,STEP-040593,827.5,,,2633,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040594,STEP-040594,77.2,36.4,,209,"{""coating_type"": ""powder"", ""thickness_mil"": 2.2}"
PARAM-040595,STEP-040595,20.8,57.9,,280,{}
PARAM-040596,STEP-040596,20.4,,,51,{}
PARAM-040597,STEP-040597,23.3,89.0,,244,{}
PARAM-040598,STEP-040598,20.0,222.8,,138,{}
PARAM-040599,STEP-040599,23.3,,,32,{}
PARAM-040600,STEP-040600,26.4,,1016.0,73,{}
PARAM-040601,STEP-040601,1673.1,,6.4,67,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040602,STEP-040602,866.8,,,3657,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-040603,STEP-040603,79.3,46.7,,120,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.6}"
PARAM-040604,STEP-040604,24.8,60.4,,329,{}
PARAM-040605,STEP-040605,24.2,,,40,{}
PARAM-040606,STEP-040606,20.6,61.5,,583,{}
PARAM-040607,STEP-040607,22.5,490.7,,122,{}
PARAM-040608,STEP-040608,21.1,,,64,{}
PARAM-040609,STEP-040609,27.5,,874.8,180,{}
PARAM-040610,STEP-040610,1508.3,,14.8,109,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-040611,STEP-040611,878.7,,,3279,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-040612,STEP-040612,73.4,30.0,,143,"{""coating_type"": ""powder"", ""thickness_mil"": 2.6}"
PARAM-040613,STEP-040613,22.6,72.2,,401,{}
PARAM-040614,STEP-040614,23.9,,,60,{}
PARAM-040615,STEP-040615,21.0,58.7,,351,{}
PARAM-040616,STEP-040616,24.7,278.5,,166,{}
PARAM-040617,STEP-040617,24.5,,,61,{}
PARAM-040618,STEP-040618,33.7,,1417.9,32,{}
PARAM-040619,STEP-040619,1651.1,,6.0,83,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040620,STEP-040620,869.0,,,3488,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-040621,STEP-040621,71.7,31.3,,189,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.9}"
PARAM-040622,STEP-040622,22.6,67.6,,253,{}
PARAM-040623,STEP-040623,21.2,,,51,{}
PARAM-040624,STEP-040624,24.5,57.5,,468,{}
PARAM-040625,STEP-040625,21.5,221.3,,179,{}
PARAM-040626,STEP-040626,23.6,,,61,{}
PARAM-040627,STEP-040627,34.3,,1238.4,52,{}
PARAM-040628,STEP-040628,1693.7,,11.8,238,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-040629,STEP-040629,867.7,,,3411,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-040630,STEP-040630,71.1,34.4,,291,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.1}"
PARAM-040631,STEP-040631,21.4,51.0,,474,{}
PARAM-040632,STEP-040632,22.2,,,59,{}
PARAM-040633,STEP-040633,20.6,84.0,,516,{}
PARAM-040634,STEP-040634,23.5,137.7,,180,{}
PARAM-040635,STEP-040635,22.4,,,47,{}
PARAM-040636,STEP-040636,33.4,,830.3,59,{}
PARAM-040637,STEP-040637,1571.1,,13.3,78,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040638,STEP-040638,884.1,,,3236,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-040639,STEP-040639,71.5,44.4,,155,"{""coating_type"": ""powder"", ""thickness_mil"": 4.4}"
PARAM-040640,STEP-040640,21.3,56.5,,287,{}
PARAM-040641,STEP-040641,22.7,,,39,{}
PARAM-040642,STEP-040642,22.3,88.7,,490,{}
PARAM-040643,STEP-040643,22.1,133.4,,127,{}
PARAM-040644,STEP-040644,23.5,,,62,{}
PARAM-040645,STEP-040645,28.8,,1089.0,46,{}
PARAM-040646,STEP-040646,1720.8,,11.8,139,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-040647,STEP-040647,858.5,,,3989,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-040648,STEP-040648,68.5,34.9,,198,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.9}"
PARAM-040649,STEP-040649,24.8,79.8,,335,{}
PARAM-040650,STEP-040650,22.3,,,33,{}
PARAM-040651,STEP-040651,23.0,80.4,,271,{}
PARAM-040652,STEP-040652,21.9,100.0,,171,{}
PARAM-040653,STEP-040653,23.7,,,35,{}
PARAM-040654,STEP-040654,31.2,,1404.9,32,{}
PARAM-040655,STEP-040655,1533.9,,11.3,172,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040656,STEP-040656,874.5,,,3256,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-040657,STEP-040657,63.5,33.7,,272,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.5}"
PARAM-040658,STEP-040658,20.4,92.0,,310,{}
PARAM-040659,STEP-040659,22.3,,,32,{}
PARAM-040660,STEP-040660,24.0,97.2,,564,{}
PARAM-040661,STEP-040661,22.4,464.5,,112,{}
PARAM-040662,STEP-040662,22.9,,,65,{}
PARAM-040663,STEP-040663,31.5,,1331.7,92,{}
PARAM-040664,STEP-040664,1508.3,,8.4,202,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-040665,STEP-040665,867.0,,,3077,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-040666,STEP-040666,71.0,41.1,,196,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.1}"
PARAM-040667,STEP-040667,21.6,76.8,,287,{}
PARAM-040668,STEP-040668,21.4,,,46,{}
PARAM-040669,STEP-040669,20.2,97.2,,403,{}
PARAM-040670,STEP-040670,24.5,423.4,,173,{}
PARAM-040671,STEP-040671,20.1,,,60,{}
PARAM-040672,STEP-040672,26.5,,1234.5,154,{}
PARAM-040673,STEP-040673,1773.3,,11.9,211,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-040674,STEP-040674,828.4,,,2735,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040675,STEP-040675,65.3,40.7,,171,"{""coating_type"": ""powder"", ""thickness_mil"": 4.0}"
PARAM-040676,STEP-040676,23.7,61.2,,417,{}
PARAM-040677,STEP-040677,24.4,,,50,{}
PARAM-040678,STEP-040678,24.3,74.2,,422,{}
PARAM-040679,STEP-040679,23.4,386.7,,87,{}
PARAM-040680,STEP-040680,23.6,,,90,{}
PARAM-040681,STEP-040681,33.8,,1299.9,87,{}
PARAM-040682,STEP-040682,1727.1,,7.9,92,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040683,STEP-040683,850.1,,,3903,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-040684,STEP-040684,67.8,49.6,,275,"{""coating_type"": ""powder"", ""thickness_mil"": 2.1}"
PARAM-040685,STEP-040685,22.3,58.4,,387,{}
PARAM-040686,STEP-040686,23.2,,,44,{}
PARAM-040687,STEP-040687,24.0,94.3,,414,{}
PARAM-040688,STEP-040688,21.1,140.6,,159,{}
PARAM-040689,STEP-040689,22.8,,,59,{}
PARAM-040690,STEP-040690,33.6,,811.5,147,{}
PARAM-040691,STEP-040691,1723.2,,11.7,106,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040692,STEP-040692,870.9,,,3675,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-040693,STEP-040693,66.1,43.2,,201,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.2}"
PARAM-040694,STEP-040694,23.2,69.6,,324,{}
PARAM-040695,STEP-040695,23.8,,,57,{}
PARAM-040696,STEP-040696,21.9,85.7,,242,{}
PARAM-040697,STEP-040697,24.9,424.9,,166,{}
PARAM-040698,STEP-040698,21.1,,,85,{}
PARAM-040699,STEP-040699,32.6,,948.2,106,{}
PARAM-040700,STEP-040700,1604.9,,14.9,144,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-040701,STEP-040701,858.0,,,3199,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040702,STEP-040702,65.5,30.3,,245,"{""coating_type"": ""powder"", ""thickness_mil"": 2.8}"
PARAM-040703,STEP-040703,24.7,70.7,,344,{}
PARAM-040704,STEP-040704,24.6,,,43,{}
PARAM-040705,STEP-040705,20.0,99.2,,428,{}
PARAM-040706,STEP-040706,24.3,293.2,,83,{}
PARAM-040707,STEP-040707,23.4,,,52,{}
PARAM-040708,STEP-040708,34.4,,993.5,137,{}
PARAM-040709,STEP-040709,1796.2,,14.1,240,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-040710,STEP-040710,872.2,,,3413,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-040711,STEP-040711,78.9,47.2,,252,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.2}"
PARAM-040712,STEP-040712,21.0,95.6,,230,{}
PARAM-040713,STEP-040713,23.0,,,51,{}
PARAM-040714,STEP-040714,21.2,70.3,,441,{}
PARAM-040715,STEP-040715,23.3,202.1,,140,{}
PARAM-040716,STEP-040716,20.3,,,80,{}
PARAM-040717,STEP-040717,25.5,,940.8,46,{}
PARAM-040718,STEP-040718,1632.9,,12.8,77,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040719,STEP-040719,898.0,,,3348,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-040720,STEP-040720,68.5,46.7,,245,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.0}"
PARAM-040721,STEP-040721,24.8,85.0,,478,{}
PARAM-040722,STEP-040722,24.5,,,55,{}
PARAM-040723,STEP-040723,20.8,92.8,,269,{}
PARAM-040724,STEP-040724,21.7,344.7,,74,{}
PARAM-040725,STEP-040725,24.2,,,37,{}
PARAM-040726,STEP-040726,26.4,,1091.6,154,{}
PARAM-040727,STEP-040727,1718.3,,9.9,211,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040728,STEP-040728,890.9,,,3899,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-040729,STEP-040729,62.9,38.1,,140,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.8}"
PARAM-040730,STEP-040730,20.2,54.3,,469,{}
PARAM-040731,STEP-040731,24.6,,,44,{}
PARAM-040732,STEP-040732,24.1,90.1,,268,{}
PARAM-040733,STEP-040733,22.2,172.1,,106,{}
PARAM-040734,STEP-040734,22.1,,,88,{}
PARAM-040735,STEP-040735,25.3,,957.7,107,{}
PARAM-040736,STEP-040736,1537.9,,7.2,255,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-040737,STEP-040737,819.4,,,2606,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-040738,STEP-040738,75.7,37.3,,254,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.9}"
PARAM-040739,STEP-040739,23.1,85.0,,355,{}
PARAM-040740,STEP-040740,20.2,,,44,{}
PARAM-040741,STEP-040741,24.4,74.7,,295,{}
PARAM-040742,STEP-040742,24.1,117.2,,146,{}
PARAM-040743,STEP-040743,20.3,,,84,{}
PARAM-040744,STEP-040744,27.1,,948.2,59,{}
PARAM-040745,STEP-040745,1521.2,,14.7,161,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040746,STEP-040746,874.2,,,3602,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-040747,STEP-040747,71.6,40.0,,246,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.4}"
PARAM-040748,STEP-040748,24.1,90.7,,411,{}
PARAM-040749,STEP-040749,24.5,,,58,{}
PARAM-040750,STEP-040750,20.4,69.4,,537,{}
PARAM-040751,STEP-040751,20.5,459.2,,96,{}
PARAM-040752,STEP-040752,24.9,,,61,{}
PARAM-040753,STEP-040753,26.2,,1113.0,39,{}
PARAM-040754,STEP-040754,1791.0,,9.2,174,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-040755,STEP-040755,862.5,,,3135,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-040756,STEP-040756,65.1,39.2,,182,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.1}"
PARAM-040757,STEP-040757,22.5,83.2,,211,{}
PARAM-040758,STEP-040758,22.1,,,55,{}
PARAM-040759,STEP-040759,24.7,83.0,,319,{}
PARAM-040760,STEP-040760,22.6,170.1,,178,{}
PARAM-040761,STEP-040761,20.9,,,89,{}
PARAM-040762,STEP-040762,31.4,,856.5,69,{}
PARAM-040763,STEP-040763,1555.3,,11.6,99,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-040764,STEP-040764,828.7,,,2729,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
