WORK_ORDER_ID,PRODUCT_FAMILY,PRODUCT_SERIES,SERIAL_NUMBER,START_DATE,COMPLETION_DATE,STATUS
WO-05838,Grader,HD-Series,GRA-H-52354,2022-07-27,2022-08-11,completed
WO-05839,Loader,Compact,LOA-C-76604,2023-03-19,2023-04-05,completed
WO-05840,Loader,Standard,LOA-S-39071,2023-10-05,2023-10-16,completed
WO-05841,Loader,Standard,LOA-S-23542,2023-04-01,2023-04-18,completed
WO-05842,Excavator,Compact,EXC-C-95019,2023-12-04,2023-12-24,completed
WO-05843,Loader,Standard,LOA-S-36499,2024-04-07,2024-04-27,quality_hold
WO-05844,Loader,Standard,LOA-S-74625,2023-09-06,2023-09-16,completed
WO-05845,Bulldozer,Compact,BUL-C-75124,2020-05-22,2020-06-01,completed
WO-05846,Excavator,Compact,EXC-C-55721,2021-10-28,2021-11-16,quality_hold
WO-05847,Loader,Standard,LOA-S-92895,2023-03-20,2023-04-04,completed
WO-05848,Excavator,Standard,EXC-S-33041,2022-10-20,2022-10-25,completed
WO-05849,Loader,Compact,LOA-C-24275,2024-05-06,2024-05-23,completed
WO-05850,Bulldozer,Standard,BUL-S-19563,2020-04-12,2020-04-24,completed
WO-05851,Grader,Standard,GRA-S-25946,2023-01-29,2023-02-16,quality_hold
WO-05852,Excavator,HD-Series,EXC-H-70101,2023-09-09,2023-09-28,completed
WO-05853,Bulldozer,Compact,BUL-C-95947,2023-01-19,2023-02-06,completed
WO-05854,Excavator,HD-Series,EXC-H-57375,2024-12-21,2025-01-03,completed
WO-05855,Excavator,HD-Series,EXC-H-51049,2023-07-16,2023-07-31,completed
WO-05856,Excavator,HD-Series,EXC-H-74671,2022-06-17,2022-07-02,quality_hold
WO-05857,Bulldozer,Compact,BUL-C-98171,2023-06-04,2023-06-21,quality_hold
WO-05858,Grader,Compact,GRA-C-60321,2023-08-05,2023-08-17,quality_hold
WO-05859,Grader,Standard,GRA-S-79600,2022-11-22,2022-12-11,quality_hold
WO-05860,Grader,HD-Series,GRA-H-42389,2022-03-08,2022-03-22,completed
WO-05861,Grader,Standard,GRA-S-10838,2024-02-25,2024-03-09,completed
WO-05862,Grader,HD-Series,GRA-H-73107,2022-04-29,2022-05-12,completed
WO-05863,Excavator,Compact,EXC-C-51132,2022-05-11,2022-05-18,completed
WO-05864,Loader,Standard,LOA-S-61519,2022-01-29,2022-02-11,completed
WO-05865,Bulldozer,HD-Series,BUL-H-56810,2023-10-16,2023-10-26,completed
WO-05866,Loader,Compact,LOA-C-52742,2025-01-04,2025-01-24,completed
WO-05867,Grader,Compact,GRA-C-71710,2022-09-30,2022-10-13,completed
WO-05868,Loader,HD-Series,LOA-H-56716,2021-07-07,2021-07-18,completed
WO-05869,Bulldozer,HD-Series,BUL-H-73175,2020-07-06,2020-07-18,quality_hold
WO-05870,Excavator,Compact,EXC-C-97634,2021-11-02,2021-11-10,completed
WO-05871,Loader,HD-Series,LOA-H-56004,2022-04-16,2022-04-28,completed
WO-05872,Excavator,HD-Series,EXC-H-18123,2024-01-08,2024-01-28,completed
WO-05873,Loader,Compact,LOA-C-20757,2021-09-04,2021-09-15,completed
WO-05874,Excavator,Standard,EXC-S-37345,2020-08-23,2020-09-04,quality_hold
WO-05875,Excavator,HD-Series,EXC-H-13181,2023-06-11,2023-06-18,completed
WO-05876,Grader,Compact,GRA-C-80061,2021-10-09,2021-10-23,completed
WO-05877,Excavator,HD-Series,EXC-H-68500,2023-06-23,2023-06-30,completed
WO-05878,Excavator,Standard,EXC-S-73567,2023-05-06,2023-05-15,completed
WO-05879,Grader,Standard,GRA-S-57345,2020-09-27,2020-10-11,completed
WO-05880,Loader,Compact,LOA-C-34334,2022-11-13,2022-11-29,completed
WO-05881,Grader,Compact,GRA-C-27310,2022-11-29,2022-12-06,completed
WO-05882,Bulldozer,Standard,BUL-S-58074,2024-09-05,2024-09-16,completed
WO-05883,Excavator,HD-Series,EXC-H-52093,2020-08-09,2020-08-16,completed
WO-05884,Loader,Standard,LOA-S-85855,2024-09-28,2024-10-06,completed
WO-05885,Grader,Compact,GRA-C-70023,2021-01-22,2021-01-27,completed
WO-05886,Bulldozer,Compact,BUL-C-96599,2020-06-20,2020-06-26,completed
WO-05887,Grader,Compact,GRA-C-81843,2021-09-19,2021-09-26,completed
WO-05888,Excavator,Compact,EXC-C-99480,2024-10-03,2024-10-15,completed
WO-05889,Loader,Standard,LOA-S-71886,2021-01-18,2021-01-29,quality_hold
WO-05890,Grader,Standard,GRA-S-48214,2020-01-24,2020-02-01,completed
WO-05891,Excavator,Compact,EXC-C-72654,2020-07-26,2020-08-15,completed
WO-05892,Bulldozer,Compact,BUL-C-90899,2023-01-09,2023-01-22,completed
WO-05893,Bulldozer,Standard,BUL-S-74219,2023-06-06,2023-06-11,completed
WO-05894,Bulldozer,Standard,BUL-S-11432,2021-08-04,2021-08-11,completed
WO-05895,Excavator,HD-Series,EXC-H-48419,2022-07-10,2022-07-23,completed
WO-05896,Excavator,HD-Series,EXC-H-11400,2023-12-06,2023-12-21,quality_hold
WO-05897,Loader,Standard,LOA-S-16477,2022-05-02,2022-05-19,completed
WO-05898,Bulldozer,Standard,BUL-S-93524,2022-07-06,2022-07-25,completed
WO-05899,Loader,Standard,LOA-S-18142,2020-05-12,2020-05-18,completed
WO-05900,Grader,HD-Series,GRA-H-34196,2023-01-25,2023-01-31,completed
WO-05901,Bulldozer,Compact,BUL-C-47995,2022-03-19,2022-04-01,quality_hold
WO-05902,Excavator,Compact,EXC-C-29160,2022-10-22,2022-11-09,completed
WO-05903,Bulldozer,HD-Series,BUL-H-78394,2020-07-29,2020-08-09,completed
WO-05904,Bulldozer,Compact,BUL-C-71887,2022-02-23,2022-03-07,completed
WO-05905,Grader,Compact,GRA-C-38419,2023-01-08,2023-01-25,quality_hold
WO-05906,Excavator,Standard,EXC-S-43600,2021-01-05,2021-01-13,completed
WO-05907,Grader,HD-Series,GRA-H-96041,2022-02-08,2022-02-18,completed
WO-05908,Bulldozer,HD-Series,BUL-H-69502,2023-09-21,2023-10-05,completed
WO-05909,Loader,Standard,LOA-S-66077,2021-08-24,2021-09-02,completed
WO-05910,Bulldozer,Compact,BUL-C-94976,2022-12-16,2023-01-05,completed
WO-05911,Grader,HD-Series,GRA-H-82193,2022-09-21,2022-10-09,completed
WO-05912,Grader,Standard,GRA-S-20875,2022-05-22,2022-06-05,completed
WO-05913,Excavator,Standard,EXC-S-68484,2021-06-29,2021-07-17,completed
WO-05914,Bulldozer,Standard,BUL-S-78751,2021-12-24,2022-01-04,quality_hold
WO-05915,Excavator,Compact,EXC-C-46618,2020-11-18,2020-12-04,completed
WO-05916,Bulldozer,Standard,BUL-S-82571,2024-10-04,2024-10-24,quality_hold
WO-05917,Bulldozer,Standard,BUL-S-62258,2020-01-26,2020-02-14,completed
WO-05918,Bulldozer,Compact,BUL-C-62872,2022-08-07,2022-08-18,completed
WO-05919,Grader,HD-Series,GRA-H-57815,2021-07-18,2021-08-03,completed
WO-05920,Grader,Standard,GRA-S-76152,2023-12-04,2023-12-12,completed
WO-05921,Bulldozer,Standard,BUL-S-79550,2024-11-24,2024-12-10,completed
WO-05922,Bulldozer,HD-Series,BUL-H-19707,2020-11-08,2020-11-26,completed
WO-05923,Bulldozer,Standard,BUL-S-88845,2024-03-29,2024-04-10,completed
WO-05924,Loader,HD-Series,LOA-H-96355,2022-02-17,2022-02-27,quality_hold
WO-05925,Excavator,HD-Series,EXC-H-91523,2020-03-01,2020-03-18,completed
WO-05926,Loader,HD-Series,LOA-H-70805,2023-01-12,2023-01-21,completed
WO-05927,Bulldozer,Standard,BUL-S-55948,2020-04-19,2020-05-05,completed
WO-05928,Bulldozer,Standard,BUL-S-38610,2023-05-18,2023-05-26,completed
WO-05929,Loader,Standard,LOA-S-35173,2022-12-22,2022-12-29,quality_hold
WO-05930,Excavator,HD-Series,EXC-H-60575,2024-10-29,2024-11-11,completed
WO-05931,Bulldozer,Standard,BUL-S-87828,2021-01-17,2021-02-04,completed
WO-05932,Grader,HD-Series,GRA-H-72890,2022-06-28,2022-07-13,completed
WO-05933,Grader,HD-Series,GRA-H-15548,2023-04-13,2023-04-28,completed
WO-05934,Bulldozer,Standard,BUL-S-36677,2024-02-11,2024-03-02,completed
WO-05935,Grader,Standard,GRA-S-52160,2022-08-10,2022-08-30,quality_hold
WO-05936,Grader,Standard,GRA-S-31100,2024-01-23,2024-02-08,completed
WO-05937,Bulldozer,Standard,BUL-S-95430,2023-06-15,2023-07-05,completed
WO-05938,Excavator,Compact,EXC-C-32201,2021-03-30,2021-04-16,completed
WO-05939,Bulldozer,HD-Series,BUL-H-57934,2021-02-22,2021-03-08,completed
WO-05940,Grader,Standard,GRA-S-91453,2022-07-17,2022-08-06,quality_hold
WO-05941,Bulldozer,Compact,BUL-C-41633,2024-10-16,2024-10-28,completed
WO-05942,Loader,HD-Series,LOA-H-61932,2020-07-19,2020-08-01,quality_hold
WO-05943,Grader,Compact,GRA-C-59269,2020-07-29,2020-08-12,completed
WO-05944,Grader,Standard,GRA-S-18990,2022-08-05,2022-08-17,completed
WO-05945,Excavator,HD-Series,EXC-H-76399,2024-07-17,2024-07-25,completed
WO-05946,Excavator,Compact,EXC-C-43031,2020-05-09,2020-05-18,completed
WO-05947,Grader,HD-Series,GRA-H-24325,2022-08-20,2022-08-27,completed
WO-05948,Loader,Compact,LOA-C-99349,2022-10-30,2022-11-06,completed
WO-05949,Loader,Compact,LOA-C-85814,2023-09-26,2023-10-08,completed
WO-05950,Excavator,Compact,EXC-C-62323,2020-05-15,2020-05-28,completed
WO-05951,Excavator,HD-Series,EXC-H-55316,2024-01-14,2024-01-20,completed
WO-05952,Grader,HD-Series,GRA-H-68039,2021-10-14,2021-10-24,completed
WO-05953,Bulldozer,Compact,BUL-C-55568,2020-12-10,2020-12-17,completed
WO-05954,Loader,Compact,LOA-C-69456,2023-05-06,2023-05-21,completed
WO-05955,Excavator,HD-Series,EXC-H-77096,2020-04-27,2020-05-04,completed
WO-05956,Loader,Standard,LOA-S-38784,2020-08-18,2020-08-26,completed
WO-05957,Bulldozer,Compact,BUL-C-95879,2022-11-08,2022-11-17,completed
WO-05958,Grader,Compact,GRA-C-99757,2021-04-04,2021-04-10,completed
WO-05959,Grader,HD-Series,GRA-H-90412,2020-11-05,2020-11-21,quality_hold
WO-05960,Loader,Compact,LOA-C-74567,2021-10-01,2021-10-11,completed
WO-05961,Bulldozer,HD-Series,BUL-H-54377,2021-03-05,2021-03-25,completed
WO-05962,Excavator,HD-Series,EXC-H-46838,2022-12-17,2022-12-26,completed
WO-05963,Loader,HD-Series,LOA-H-50981,2022-02-14,2022-02-28,completed
WO-05964,Bulldozer,Standard,BUL-S-76995,2021-09-18,2021-10-06,completed
WO-05965,Grader,HD-Series,GRA-H-42420,2023-01-05,2023-01-21,completed
WO-05966,Bulldozer,HD-Series,BUL-H-33796,2024-02-03,2024-02-11,completed
WO-05967,Grader,HD-Series,GRA-H-23044,2023-07-02,2023-07-10,quality_hold
WO-05968,Loader,HD-Series,LOA-H-80433,2024-01-16,2024-01-21,completed
WO-05969,Bulldozer,Compact,BUL-C-53768,2020-05-12,2020-05-22,quality_hold
WO-05970,Grader,HD-Series,GRA-H-66696,2024-10-06,2024-10-12,completed
WO-05971,Excavator,Compact,EXC-C-99650,2021-11-08,2021-11-23,quality_hold
WO-05972,Bulldozer,Standard,BUL-S-44626,2023-03-09,2023-03-16,completed
WO-05973,Loader,HD-Series,LOA-H-82697,2021-04-27,2021-05-04,completed
WO-05974,Bulldozer,Standard,BUL-S-93473,2023-01-05,2023-01-17,completed
WO-05975,Bulldozer,HD-Series,BUL-H-20839,2020-10-12,2020-10-20,completed
WO-05976,Bulldozer,HD-Series,BUL-H-99985,2022-05-14,2022-05-22,completed
WO-05977,Loader,HD-Series,LOA-H-87738,2021-05-06,2021-05-18,completed
WO-05978,Loader,HD-Series,LOA-H-77901,2021-12-15,2022-01-03,completed
WO-05979,Loader,HD-Series,LOA-H-30546,2021-02-26,2021-03-06,completed
WO-05980,Excavator,Standard,EXC-S-74663,2020-07-20,2020-07-28,completed
WO-05981,Bulldozer,Compact,BUL-C-91857,2022-09-23,2022-10-02,completed
WO-05982,Grader,Compact,GRA-C-79087,2022-06-25,2022-07-02,quality_hold
WO-05983,Loader,HD-Series,LOA-H-51696,2024-11-16,2024-12-06,quality_hold
WO-05984,Grader,HD-Series,GRA-H-41773,2020-10-12,2020-10-22,completed
WO-05985,Loader,Compact,LOA-C-63953,2023-03-18,2023-03-29,completed
WO-05986,Bulldozer,HD-Series,BUL-H-36317,2023-10-17,2023-11-05,completed
WO-05987,Grader,Standard,GRA-S-44134,2022-08-06,2022-08-14,completed
WO-05988,Excavator,Standard,EXC-S-76221,2024-06-29,2024-07-18,completed
WO-05989,Excavator,Standard,EXC-S-62497,2024-01-07,2024-01-21,completed
WO-05990,Bulldozer,HD-Series,BUL-H-21852,2022-05-19,2022-05-30,completed
WO-05991,Bulldozer,Standard,BUL-S-40184,2023-05-29,2023-06-05,completed
WO-05992,Loader,HD-Series,LOA-H-32422,2024-10-17,2024-10-30,completed
WO-05993,Grader,Compact,GRA-C-47122,2024-11-27,2024-12-06,completed
WO-05994,Grader,HD-Series,GRA-H-62991,2023-03-27,2023-04-15,completed
WO-05995,Grader,HD-Series,GRA-H-25449,2021-04-24,2021-05-02,completed
WO-05996,Excavator,Standard,EXC-S-94720,2021-12-10,2021-12-17,quality_hold
WO-05997,Excavator,Compact,EXC-C-66375,2020-08-22,2020-09-10,quality_hold
WO-05998,Excavator,Compact,EXC-C-49199,2022-03-24,2022-04-02,completed
WO-05999,Excavator,Standard,EXC-S-32464,2022-11-23,2022-12-12,completed
WO-06000,Grader,HD-Series,GRA-H-52449,2022-08-10,2022-08-18,completed
WO-06001,Excavator,Compact,EXC-C-18618,2020-11-29,2020-12-06,completed
WO-06002,Excavator,Compact,EXC-C-90300,2021-02-27,2021-03-10,completed
WO-06003,Bulldozer,Standard,BUL-S-71750,2021-02-28,2021-03-18,completed
WO-06004,Bulldozer,Standard,BUL-S-50182,2024-06-25,2024-07-10,completed
WO-06005,Excavator,Compact,EXC-C-70780,2023-05-28,2023-06-14,completed
WO-06006,Excavator,Compact,EXC-C-80547,2023-01-01,2023-01-18,completed
WO-06007,Excavator,Compact,EXC-C-68536,2020-05-28,2020-06-02,completed
WO-06008,Grader,Compact,GRA-C-45353,2023-04-19,2023-05-06,quality_hold
WO-06009,Excavator,Standard,EXC-S-91330,2021-06-10,2021-06-25,completed
WO-06010,Loader,Compact,LOA-C-80029,2022-05-25,2022-06-04,completed
WO-06011,Bulldozer,HD-Series,BUL-H-91905,2021-05-09,2021-05-18,completed
WO-06012,Excavator,HD-Series,EXC-H-27483,2023-05-13,2023-05-20,completed
WO-06013,Excavator,HD-Series,EXC-H-33892,2023-05-18,2023-05-27,completed
WO-06014,Loader,Compact,LOA-C-21154,2024-01-26,2024-02-02,quality_hold
WO-06015,Bulldozer,HD-Series,BUL-H-98072,2020-07-06,2020-07-16,quality_hold
WO-06016,Bulldozer,HD-Series,BUL-H-65551,2020-12-21,2020-12-26,completed
WO-06017,Excavator,HD-Series,EXC-H-56379,2023-09-30,2023-10-10,completed
WO-06018,Grader,HD-Series,GRA-H-59737,2021-07-15,2021-07-28,completed
WO-06019,Grader,Compact,GRA-C-44755,2023-08-18,2023-08-28,completed
WO-06020,Bulldozer,Standard,BUL-S-76409,2022-04-26,2022-05-16,quality_hold
WO-06021,Bulldozer,HD-Series,BUL-H-40361,2021-04-20,2021-05-02,completed
WO-06022,Loader,Standard,LOA-S-33069,2021-12-07,2021-12-19,completed
WO-06023,Bulldozer,Standard,BUL-S-11480,2022-10-08,2022-10-15,completed
WO-06024,Loader,HD-Series,LOA-H-45239,2023-04-09,2023-04-14,completed
WO-06025,Bulldozer,HD-Series,BUL-H-82442,2023-05-27,2023-06-06,quality_hold
WO-06026,Grader,Compact,GRA-C-56042,2023-08-23,2023-09-06,completed
WO-06027,Grader,HD-Series,GRA-H-24477,2021-01-02,2021-01-07,completed
WO-06028,Excavator,Standard,EXC-S-91112,2022-09-14,2022-09-23,completed
WO-06029,Loader,Compact,LOA-C-95000,2020-04-19,2020-04-25,completed
WO-06030,Loader,Standard,LOA-S-76581,2021-03-08,2021-03-27,completed
WO-06031,Excavator,Compact,EXC-C-25914,2024-09-12,2024-09-23,completed
WO-06032,Excavator,HD-Series,EXC-H-39538,2024-09-08,2024-09-28,completed
WO-06033,Loader,HD-Series,LOA-H-82963,2023-12-28,2024-01-04,completed
WO-06034,Bulldozer,Compact,BUL-C-44801,2021-07-24,2021-08-13,completed
WO-06035,Grader,Compact,GRA-C-14475,2021-10-23,2021-11-02,quality_hold
WO-06036,Loader,HD-Series,LOA-H-96875,2023-02-17,2023-02-24,quality_hold
WO-06037,Loader,Standard,LOA-S-98464,2021-01-30,2021-02-16,quality_hold
WO-06038,Excavator,Compact,EXC-C-10140,2021-07-05,2021-07-18,completed
WO-06039,Grader,Standard,GRA-S-44268,2022-04-04,2022-04-21,completed
WO-06040,Loader,HD-Series,LOA-H-41498,2023-07-31,2023-08-09,completed
WO-06041,Bulldozer,Compact,BUL-C-61637,2024-12-12,2024-12-29,completed
WO-06042,Bulldozer,HD-Series,BUL-H-47203,2021-02-21,2021-03-01,completed
WO-06043,Excavator,Compact,EXC-C-60765,2021-11-09,2021-11-27,completed
WO-06044,Grader,HD-Series,GRA-H-46770,2023-11-06,2023-11-24,completed
WO-06045,Loader,HD-Series,LOA-H-28296,2022-09-05,2022-09-25,completed
WO-06046,Loader,Compact,LOA-C-74119,2021-04-07,2021-04-19,completed
WO-06047,Bulldozer,Standard,BUL-S-53003,2023-09-03,2023-09-20,completed
WO-06048,Grader,Compact,GRA-C-68641,2022-10-17,2022-10-26,completed
WO-06049,Excavator,Compact,EXC-C-87469,2021-01-09,2021-01-18,quality_hold
WO-06050,Bulldozer,HD-Series,BUL-H-87748,2021-01-11,2021-01-17,quality_hold
WO-06051,Loader,HD-Series,LOA-H-78253,2023-05-11,2023-05-31,completed
WO-06052,Bulldozer,HD-Series,BUL-H-12629,2023-11-18,2023-12-04,quality_hold
WO-06053,Loader,Standard,LOA-S-14359,2024-06-23,2024-07-04,completed
WO-06054,Loader,HD-Series,LOA-H-23012,2020-03-24,2020-04-07,completed
WO-06055,Bulldozer,Compact,BUL-C-15634,2023-08-07,2023-08-17,completed
WO-06056,Bulldozer,Standard,BUL-S-73117,2024-03-09,2024-03-25,completed
WO-06057,Loader,Compact,LOA-C-66186,2021-12-01,2021-12-13,completed
WO-06058,Loader,Standard,LOA-S-34333,2022-12-08,2022-12-26,quality_hold
WO-06059,Bulldozer,Compact,BUL-C-44845,2021-11-26,2021-12-08,quality_hold
WO-06060,Bulldozer,Compact,BUL-C-21573,2024-05-11,2024-05-24,completed
WO-06061,Bulldozer,Standard,BUL-S-64956,2023-04-30,2023-05-18,completed
WO-06062,Excavator,HD-Series,EXC-H-50044,2022-03-03,2022-03-22,completed
WO-06063,Excavator,Compact,EXC-C-60631,2020-06-17,2020-07-03,quality_hold
WO-06064,Grader,Standard,GRA-S-50285,2021-11-15,2021-11-26,completed
WO-06065,Excavator,Compact,EXC-C-41567,2024-02-20,2024-03-05,quality_hold
WO-06066,Grader,Standard,GRA-S-51711,2025-01-17,2025-01-28,completed
WO-06067,Grader,HD-Series,GRA-H-15586,2023-01-30,2023-02-12,completed
WO-06068,Grader,Standard,GRA-S-94271,2021-07-21,2021-07-28,completed
WO-06069,Excavator,HD-Series,EXC-H-76084,2021-02-04,2021-02-17,completed
WO-06070,Loader,Standard,LOA-S-15666,2021-02-23,2021-03-15,completed
WO-06071,Excavator,HD-Series,EXC-H-30728,2020-05-29,2020-06-03,quality_hold
WO-06072,Loader,Standard,LOA-S-73252,2022-10-17,2022-11-05,completed
WO-06073,Bulldozer,HD-Series,BUL-H-73416,2021-08-03,2021-08-16,quality_hold
WO-06074,Loader,Compact,LOA-C-61141,2022-07-14,2022-07-19,completed
WO-06075,Bulldozer,HD-Series,BUL-H-16058,2024-02-15,2024-03-04,completed
WO-06076,Bulldozer,Standard,BUL-S-55851,2021-07-03,2021-07-11,completed
WO-06077,Grader,HD-Series,GRA-H-48713,2023-08-09,2023-08-14,quality_hold
WO-06078,Excavator,HD-Series,EXC-H-57967,2023-07-05,2023-07-13,completed
WO-06079,Loader,HD-Series,LOA-H-76320,2024-02-25,2024-03-03,quality_hold
WO-06080,Grader,Standard,GRA-S-71204,2021-09-02,2021-09-21,completed
WO-06081,Loader,Compact,LOA-C-20212,2023-06-17,2023-07-04,completed
WO-06082,Excavator,Standard,EXC-S-16752,2022-10-28,2022-11-04,quality_hold
WO-06083,Excavator,Standard,EXC-S-59445,2022-09-11,2022-09-26,completed
WO-06084,Bulldozer,Standard,BUL-S-14757,2022-08-28,2022-09-13,completed
WO-06085,Bulldozer,Compact,BUL-C-14398,2024-06-21,2024-07-11,completed
WO-06086,Excavator,Compact,EXC-C-67969,2021-10-21,2021-10-30,quality_hold
WO-06087,Loader,HD-Series,LOA-H-98099,2022-05-12,2022-05-27,completed
WO-06088,Bulldozer,Standard,BUL-S-21822,2020-11-27,2020-12-07,completed
WO-06089,Bulldozer,Standard,BUL-S-36461,2021-05-07,2021-05-25,completed
WO-06090,Bulldozer,HD-Series,BUL-H-43568,2022-11-07,2022-11-22,completed
WO-06091,Loader,Compact,LOA-C-14668,2022-12-20,2023-01-09,completed
WO-06092,Excavator,HD-Series,EXC-H-93822,2023-11-17,2023-11-29,completed
WO-06093,Loader,Compact,LOA-C-26421,2024-02-21,2024-02-29,completed
WO-06094,Excavator,HD-Series,EXC-H-11494,2023-05-10,2023-05-24,completed
WO-06095,Loader,Compact,LOA-C-81463,2024-07-23,2024-08-05,quality_hold
WO-06096,Excavator,Standard,EXC-S-34540,2021-11-20,2021-12-07,completed
WO-06097,Grader,Standard,GRA-S-91238,2020-11-30,2020-12-05,completed
WO-06098,Loader,Standard,LOA-S-69751,2021-01-06,2021-01-13,completed
WO-06099,Excavator,HD-Series,EXC-H-68075,2024-08-06,2024-08-21,completed
WO-06100,Grader,Standard,GRA-S-38354,2022-04-19,2022-05-09,completed
WO-06101,Loader,HD-Series,LOA-H-52626,2024-12-07,2024-12-15,completed
WO-06102,Bulldozer,Standard,BUL-S-93171,2020-05-23,2020-06-03,completed
WO-06103,Loader,Standard,LOA-S-89493,2021-05-31,2021-06-09,completed
WO-06104,Loader,Compact,LOA-C-91359,2022-10-31,2022-11-08,completed
WO-06105,Excavator,HD-Series,EXC-H-89518,2021-10-17,2021-10-25,completed
WO-06106,Bulldozer,Standard,BUL-S-74183,2024-10-14,2024-10-22,completed
WO-06107,Bulldozer,HD-Series,BUL-H-22455,2022-07-08,2022-07-23,completed
WO-06108,Loader,HD-Series,LOA-H-70841,2023-06-16,2023-06-26,completed
WO-06109,Bulldozer,HD-Series,BUL-H-23638,2023-12-06,2023-12-17,completed
WO-06110,Excavator,Compact,EXC-C-14900,2021-10-30,2021-11-14,completed
WO-06111,Bulldozer,Compact,BUL-C-75752,2020-02-29,2020-03-10,completed
WO-06112,Bulldozer,HD-Series,BUL-H-65750,2022-07-06,2022-07-17,completed
WO-06113,Grader,Standard,GRA-S-93867,2022-09-20,2022-09-27,quality_hold
WO-06114,Loader,Standard,LOA-S-24939,2023-12-27,2024-01-11,completed
WO-06115,Grader,HD-Series,GRA-H-43518,2020-02-28,2020-03-16,completed
WO-06116,Loader,Standard,LOA-S-91139,2022-05-16,2022-06-05,completed
WO-06117,Loader,Compact,LOA-C-38213,2022-10-04,2022-10-18,completed
WO-06118,Excavator,Standard,EXC-S-84439,2021-05-06,2021-05-14,completed
WO-06119,Grader,Standard,GRA-S-10011,2021-07-30,2021-08-13,completed
WO-06120,Loader,Compact,LOA-C-80653,2022-08-04,2022-08-16,completed
WO-06121,Grader,Compact,GRA-C-70960,2022-12-01,2022-12-13,completed
WO-06122,Grader,Compact,GRA-C-46761,2020-05-02,2020-05-16,completed
WO-06123,Loader,Compact,LOA-C-20452,2020-07-26,2020-07-31,completed
WO-06124,Loader,Compact,LOA-C-82811,2020-02-09,2020-02-14,quality_hold
WO-06125,Excavator,Compact,EXC-C-64033,2023-12-01,2023-12-18,completed
WO-06126,Grader,HD-Series,GRA-H-99448,2024-09-28,2024-10-18,completed
WO-06127,Bulldozer,Standard,BUL-S-94572,2023-12-05,2023-12-16,completed
WO-06128,Excavator,Standard,EXC-S-28778,2022-01-12,2022-01-17,quality_hold
WO-06129,Excavator,Standard,EXC-S-22786,2021-07-13,2021-07-19,quality_hold
WO-06130,Bulldozer,Standard,BUL-S-87867,2021-11-06,2021-11-14,completed
WO-06131,Grader,HD-Series,GRA-H-51804,2023-03-29,2023-04-15,completed
WO-06132,Grader,Standard,GRA-S-30857,2022-10-20,2022-11-05,completed
WO-06133,Loader,HD-Series,LOA-H-30600,2022-03-18,2022-04-07,completed
WO-06134,Excavator,HD-Series,EXC-H-46476,2023-09-27,2023-10-13,completed
WO-06135,Grader,Standard,GRA-S-72034,2024-04-24,2024-05-08,completed
WO-06136,Bulldozer,HD-Series,BUL-H-25704,2020-03-12,2020-03-25,completed
WO-06137,Loader,Standard,LOA-S-44721,2023-05-02,2023-05-13,completed
WO-06138,Loader,Standard,LOA-S-97777,2022-02-08,2022-02-24,completed
WO-06139,Grader,HD-Series,GRA-H-40641,2023-02-21,2023-03-13,completed
WO-06140,Excavator,Standard,EXC-S-52235,2021-10-20,2021-10-27,completed
WO-06141,Loader,HD-Series,LOA-H-76878,2021-09-29,2021-10-15,completed
WO-06142,Grader,Standard,GRA-S-46863,2024-11-19,2024-11-25,completed
WO-06143,Grader,Compact,GRA-C-84044,2023-01-18,2023-02-02,completed
WO-06144,Loader,HD-Series,LOA-H-57407,2024-03-30,2024-04-15,completed
WO-06145,Loader,Compact,LOA-C-60375,2020-04-27,2020-05-14,quality_hold
WO-06146,Excavator,Standard,EXC-S-83347,2020-12-10,2020-12-25,completed
WO-06147,Grader,Standard,GRA-S-93576,2021-11-10,2021-11-26,completed
WO-06148,Bulldozer,HD-Series,BUL-H-51975,2021-07-22,2021-08-08,completed
WO-06149,Grader,HD-Series,GRA-H-76678,2024-11-16,2024-12-05,completed
WO-06150,Bulldozer,Compact,BUL-C-45153,2024-12-21,2025-01-01,quality_hold
WO-06151,Loader,Standard,LOA-S-77447,2023-06-26,2023-07-15,completed
WO-06152,Bulldozer,Compact,BUL-C-49731,2024-01-12,2024-01-18,completed
WO-06153,Bulldozer,Compact,BUL-C-15233,2021-03-15,2021-03-30,completed
WO-06154,Loader,Compact,LOA-C-44168,2020-02-07,2020-02-25,completed
WO-06155,Grader,Standard,GRA-S-36686,2022-04-11,2022-04-30,completed
WO-06156,Grader,Compact,GRA-C-47896,2021-02-25,2021-03-13,quality_hold
WO-06157,Loader,Standard,LOA-S-90893,2022-10-12,2022-10-17,completed
WO-06158,Excavator,HD-Series,EXC-H-32649,2023-05-20,2023-05-28,completed
WO-06159,Excavator,Standard,EXC-S-45502,2023-08-13,2023-08-19,quality_hold
WO-06160,Bulldozer,HD-Series,BUL-H-26074,2022-12-21,2023-01-02,completed
WO-06161,Grader,Compact,GRA-C-32107,2024-09-17,2024-09-26,completed
WO-06162,Excavator,HD-Series,EXC-H-67121,2021-12-06,2021-12-15,completed
WO-06163,Loader,Compact,LOA-C-65868,2020-10-13,2020-10-19,completed
WO-06164,Loader,Standard,LOA-S-42695,2021-10-12,2021-10-23,completed
WO-06165,Loader,Standard,LOA-S-89932,2020-08-11,2020-08-24,completed
WO-06166,Excavator,HD-Series,EXC-H-55334,2023-05-09,2023-05-21,completed
