MATERIAL_ID,SUPPLIER_ID,BATCH_NUMBER,MATERIAL_TYPE,SPECS,RECEIVED_DATE,QUANTITY,UNIT_COST
MAT-12853,SUP-014,9424,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0048, ""sulfur_content"": 0.0159}",2024-08-05,110,289.33
MAT-12854,SUP-014,7570,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0019, ""sulfur_content"": 0.0164}",2023-01-07,108,409.55
MAT-12855,SUP-014,5879,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.004, ""sulfur_content"": 0.0124}",2021-09-15,377,422.07
MAT-12856,SUP-014,2928,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0097, ""sulfur_content"": 0.0214}",2024-05-27,218,30.35
MAT-12857,SUP-014,6348,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0018, ""sulfur_content"": 0.0229}",2024-03-18,449,273.53
MAT-12858,SUP-014,4189,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0046, ""sulfur_content"": 0.0117}",2021-08-28,294,55.83
MAT-12859,SUP-014,8584,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0247}",2021-05-22,370,236.18
MAT-12860,SUP-014,2817,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0092, ""sulfur_content"": 0.0188}",2023-08-02,118,455.21
MAT-12861,SUP-014,2262,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0015, ""sulfur_content"": 0.0163}",2022-02-28,270,459.55
MAT-12862,SUP-014,8112,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0024, ""sulfur_content"": 0.0205}",2022-08-25,367,266.69
MAT-12863,SUP-014,6756,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0035, ""sulfur_content"": 0.0234}",2021-11-20,269,485.05
MAT-12864,SUP-014,7460,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0067, ""sulfur_content"": 0.0151}",2021-10-25,382,495.72
MAT-12865,SUP-014,6412,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0078, ""sulfur_content"": 0.014}",2022-08-28,404,163.67
MAT-12866,SUP-014,1501,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0044, ""sulfur_content"": 0.0196}",2021-11-20,150,446.59
MAT-12867,SUP-014,5199,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.008, ""sulfur_content"": 0.0215}",2022-02-19,134,118.35
MAT-12868,SUP-014,5064,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0013, ""sulfur_content"": 0.0201}",2024-05-08,382,93.54
MAT-12869,SUP-014,9630,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0028, ""sulfur_content"": 0.01}",2024-08-28,366,195.58
MAT-12870,SUP-014,2092,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0036, ""sulfur_content"": 0.0161}",2023-11-12,310,211.73
MAT-12871,SUP-014,9877,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0092, ""sulfur_content"": 0.014}",2020-05-14,386,389.92
MAT-12872,SUP-014,2840,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0081, ""sulfur_content"": 0.0172}",2020-04-14,245,82.42
MAT-12873,SUP-014,2818,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0059, ""sulfur_content"": 0.0188}",2020-09-15,441,212.22
MAT-12874,SUP-014,4220,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0011, ""sulfur_content"": 0.0213}",2024-12-30,158,334.6
MAT-12875,SUP-014,3613,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0089, ""sulfur_content"": 0.015}",2020-10-06,230,308.14
MAT-12876,SUP-014,9304,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.008, ""sulfur_content"": 0.0205}",2020-07-27,106,79.76
MAT-12877,SUP-014,6495,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0054, ""sulfur_content"": 0.0102}",2020-06-24,145,345.27
MAT-12878,SUP-014,3487,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.009, ""sulfur_content"": 0.0159}",2023-12-02,122,166.33
MAT-12879,SUP-014,4854,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0073, ""sulfur_content"": 0.0189}",2022-07-13,102,90.42
MAT-12880,SUP-014,1860,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0099, ""sulfur_content"": 0.0244}",2024-08-21,219,443.42
MAT-12881,SUP-014,4197,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0031, ""sulfur_content"": 0.0157}",2022-11-11,377,389.84
MAT-12882,SUP-014,2729,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.006, ""sulfur_content"": 0.0132}",2022-03-14,456,210.62
MAT-12883,SUP-014,4260,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0075, ""sulfur_content"": 0.0209}",2023-05-30,69,131.33
MAT-12884,SUP-014,6241,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.004, ""sulfur_content"": 0.0221}",2022-07-09,246,443.65
MAT-12885,SUP-014,5356,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.006, ""sulfur_content"": 0.0135}",2021-07-14,482,481.29
MAT-12886,SUP-014,1343,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0033, ""sulfur_content"": 0.0114}",2020-12-18,298,75.25
MAT-12887,SUP-014,6682,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0076, ""sulfur_content"": 0.0129}",2021-12-31,195,399.97
MAT-12888,SUP-014,2816,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.01, ""sulfur_content"": 0.0197}",2020-07-01,90,83.36
MAT-12889,SUP-014,3411,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0093, ""sulfur_content"": 0.022}",2023-08-07,96,482.17
MAT-12890,SUP-014,3839,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0079, ""sulfur_content"": 0.0195}",2024-03-04,322,214.97
MAT-12891,SUP-014,2465,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0121}",2022-03-22,392,304.59
MAT-12892,SUP-014,6922,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0064, ""sulfur_content"": 0.023}",2021-07-31,387,263.53
MAT-12893,SUP-014,1245,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0087, ""sulfur_content"": 0.0146}",2023-05-03,186,115.51
MAT-12894,SUP-014,5622,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0095, ""sulfur_content"": 0.0175}",2023-08-29,402,95.27
MAT-12895,SUP-014,7644,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0017, ""sulfur_content"": 0.0122}",2022-11-15,306,263.01
MAT-12896,SUP-014,2110,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0026, ""sulfur_content"": 0.0161}",2023-06-27,339,183.04
MAT-12897,SUP-014,7876,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0065, ""sulfur_content"": 0.0146}",2020-10-18,63,191.43
MAT-12898,SUP-014,4292,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0048, ""sulfur_content"": 0.0151}",2022-09-23,484,60.05
MAT-12899,SUP-014,9168,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0075, ""sulfur_content"": 0.0133}",2023-09-22,499,151.43
MAT-12900,SUP-014,1315,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0028, ""sulfur_content"": 0.0166}",2020-04-25,469,457.55
MAT-12901,SUP-014,9116,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0074, ""sulfur_content"": 0.0229}",2024-04-20,116,68.84
MAT-12902,SUP-014,6513,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0077, ""sulfur_content"": 0.0223}",2023-01-03,142,232.29
MAT-12903,SUP-014,5821,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0051, ""sulfur_content"": 0.0159}",2021-01-01,136,286.85
MAT-12904,SUP-014,6837,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0073, ""sulfur_content"": 0.0145}",2022-08-31,376,489.47
MAT-12905,SUP-014,3557,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0164}",2023-05-02,376,340.91
MAT-12906,SUP-014,1923,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.003, ""sulfur_content"": 0.0139}",2024-06-18,163,387.09
MAT-12907,SUP-014,8669,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0086, ""sulfur_content"": 0.0159}",2024-11-28,456,326.1
MAT-12908,SUP-014,1822,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.01, ""sulfur_content"": 0.0232}",2023-07-02,277,466.94
MAT-12909,SUP-014,8658,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0032, ""sulfur_content"": 0.0242}",2021-03-21,217,499.19
MAT-12910,SUP-014,1119,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0028, ""sulfur_content"": 0.0132}",2020-07-02,316,214.51
MAT-12911,SUP-014,9578,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0039, ""sulfur_content"": 0.011}",2021-06-06,403,197.96
MAT-12912,SUP-014,7432,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0097, ""sulfur_content"": 0.0207}",2021-04-18,348,42.83
MAT-12913,SUP-014,1690,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0021, ""sulfur_content"": 0.0205}",2024-12-24,294,124.8
MAT-12914,SUP-014,2551,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0063, ""sulfur_content"": 0.0216}",2021-12-28,113,143.27
MAT-12915,SUP-014,9020,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0028, ""sulfur_content"": 0.0235}",2022-12-12,250,25.75
MAT-12916,SUP-014,8449,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0054, ""sulfur_content"": 0.0144}",2024-05-04,451,18.96
MAT-12917,SUP-014,7480,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0069, ""sulfur_content"": 0.0182}",2021-08-26,448,250.11
MAT-12918,SUP-014,1944,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0083, ""sulfur_content"": 0.0195}",2023-02-20,454,350.41
MAT-12919,SUP-014,8283,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0059, ""sulfur_content"": 0.024}",2023-03-30,488,447.85
MAT-12920,SUP-014,4067,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0021, ""sulfur_content"": 0.0173}",2024-02-27,216,294.65
MAT-12921,SUP-014,7377,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0063, ""sulfur_content"": 0.0116}",2024-07-23,182,475.76
MAT-12922,SUP-014,8472,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0061, ""sulfur_content"": 0.0232}",2023-04-04,120,201.77
MAT-12923,SUP-014,9596,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.003, ""sulfur_content"": 0.0137}",2022-02-04,115,298.91
MAT-12924,SUP-014,5566,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0015, ""sulfur_content"": 0.0199}",2021-12-16,432,152.32
MAT-12925,SUP-014,1454,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0022, ""sulfur_content"": 0.0116}",2024-01-15,420,128.04
MAT-12926,SUP-014,7856,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0047, ""sulfur_content"": 0.0117}",2024-12-26,353,441.95
MAT-12927,SUP-014,1400,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0046, ""sulfur_content"": 0.0233}",2024-02-04,183,32.06
MAT-12928,SUP-014,8097,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0054, ""sulfur_content"": 0.0225}",2023-02-17,376,116.71
MAT-12929,SUP-014,7220,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0021, ""sulfur_content"": 0.0103}",2023-10-05,489,274.5
MAT-12930,SUP-014,8794,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0061, ""sulfur_content"": 0.0226}",2022-01-29,101,167.35
MAT-12931,SUP-014,2720,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0058, ""sulfur_content"": 0.0129}",2023-12-01,122,114.78
MAT-12932,SUP-014,9777,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0079, ""sulfur_content"": 0.0169}",2023-12-25,253,18.57
MAT-12933,SUP-014,8045,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0021, ""sulfur_content"": 0.0119}",2020-04-12,208,136.51
MAT-12934,SUP-014,7456,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0072, ""sulfur_content"": 0.0227}",2023-08-21,471,39.34
MAT-12935,SUP-014,3530,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0071, ""sulfur_content"": 0.0189}",2023-06-29,375,288.79
MAT-12936,SUP-014,1910,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0074, ""sulfur_content"": 0.0193}",2022-12-03,345,427.72
MAT-12937,SUP-014,7948,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.009, ""sulfur_content"": 0.0215}",2024-12-09,458,407.95
MAT-12938,SUP-014,7246,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0033, ""sulfur_content"": 0.0176}",2022-04-30,238,210.78
MAT-12939,SUP-014,1510,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0088, ""sulfur_content"": 0.0127}",2021-12-01,436,354.94
MAT-12940,SUP-014,1407,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0037, ""sulfur_content"": 0.0234}",2021-01-27,227,376.07
MAT-12941,SUP-014,5424,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0053, ""sulfur_content"": 0.0109}",2023-05-11,402,265.71
MAT-12942,SUP-014,8791,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0065, ""sulfur_content"": 0.0233}",2024-01-28,332,385.74
MAT-12943,SUP-014,6868,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0014, ""sulfur_content"": 0.0227}",2021-09-23,242,352.31
MAT-12944,SUP-014,5660,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.005, ""sulfur_content"": 0.0139}",2021-12-11,486,156.8
MAT-12945,SUP-014,4212,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0083, ""sulfur_content"": 0.0145}",2021-09-01,417,70.26
MAT-12946,SUP-014,2439,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.006, ""sulfur_content"": 0.0249}",2023-04-02,83,158.79
MAT-12947,SUP-014,3384,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0091, ""sulfur_content"": 0.0139}",2020-04-26,84,174.43
MAT-12948,SUP-014,3718,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0041, ""sulfur_content"": 0.0147}",2020-12-16,283,441.83
MAT-12949,SUP-014,7871,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0059, ""sulfur_content"": 0.017}",2020-03-13,384,36.35
MAT-12950,SUP-014,8494,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0056, ""sulfur_content"": 0.0234}",2024-12-28,316,268.49
MAT-12951,SUP-014,8025,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0082, ""sulfur_content"": 0.0239}",2024-05-05,476,107.14
MAT-12952,SUP-014,9306,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0056, ""sulfur_content"": 0.0192}",2024-01-27,367,341.54
MAT-12953,SUP-014,3472,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0095, ""sulfur_content"": 0.0246}",2021-01-07,335,373.99
MAT-12954,SUP-014,6828,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0027, ""sulfur_content"": 0.0189}",2023-05-25,136,257.87
MAT-12955,SUP-014,1406,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0026, ""sulfur_content"": 0.0227}",2023-03-30,450,240.87
MAT-12956,SUP-014,1262,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.003, ""sulfur_content"": 0.0131}",2021-12-27,451,389.39
MAT-12957,SUP-014,2035,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0029, ""sulfur_content"": 0.0177}",2024-08-04,308,379.72
MAT-12958,SUP-014,9257,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0098, ""sulfur_content"": 0.0166}",2024-05-28,420,66.29
MAT-12959,SUP-014,8594,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0034, ""sulfur_content"": 0.0192}",2024-07-17,89,66.68
MAT-12960,SUP-014,2478,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0049, ""sulfur_content"": 0.0203}",2020-01-19,420,390.12
MAT-12961,SUP-014,2927,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0056, ""sulfur_content"": 0.0145}",2022-09-17,100,140.42
MAT-12962,SUP-014,1528,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0081, ""sulfur_content"": 0.0114}",2024-07-28,373,148.9
MAT-12963,SUP-014,4225,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0065, ""sulfur_content"": 0.0164}",2023-04-10,78,39.72
MAT-12964,SUP-014,1642,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0038, ""sulfur_content"": 0.0103}",2022-05-27,498,75.84
MAT-12965,SUP-014,8320,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.006, ""sulfur_content"": 0.0188}",2022-04-20,324,440.66
MAT-12966,SUP-014,2822,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0055, ""sulfur_content"": 0.0126}",2020-04-19,363,339.76
MAT-12967,SUP-014,8861,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0038, ""sulfur_content"": 0.0137}",2023-05-13,240,379.78
MAT-12968,SUP-014,7827,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0025, ""sulfur_content"": 0.0221}",2023-11-09,79,357.3
MAT-12969,SUP-014,1310,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0021, ""sulfur_content"": 0.0193}",2022-02-03,334,272.81
MAT-12970,SUP-014,1684,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.003, ""sulfur_content"": 0.0108}",2021-03-16,277,198.26
MAT-12971,SUP-014,1553,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0084, ""sulfur_content"": 0.023}",2021-11-02,80,112.21
MAT-12972,SUP-014,8192,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0011, ""sulfur_content"": 0.0163}",2023-08-24,474,474.34
MAT-12973,SUP-014,4169,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0095, ""sulfur_content"": 0.0137}",2022-07-06,477,469.76
MAT-12974,SUP-014,5080,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0017, ""sulfur_content"": 0.0239}",2020-09-03,414,24.87
MAT-12975,SUP-014,6789,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0199}",2021-05-25,65,63.43
MAT-12976,SUP-014,9176,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0012, ""sulfur_content"": 0.0182}",2022-02-08,152,484.61
MAT-12977,SUP-014,2356,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0079, ""sulfur_content"": 0.0103}",2024-04-29,286,384.87
MAT-12978,SUP-014,8182,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0097, ""sulfur_content"": 0.0126}",2020-06-19,488,306.23
MAT-12979,SUP-014,4971,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.002, ""sulfur_content"": 0.0124}",2022-10-13,147,452.21
MAT-12980,SUP-014,9923,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0023, ""sulfur_content"": 0.0129}",2022-12-12,495,84.89
MAT-12981,SUP-014,9348,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.005, ""sulfur_content"": 0.0243}",2020-12-11,388,435.73
MAT-12982,SUP-014,3798,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0062, ""sulfur_content"": 0.0161}",2020-08-03,450,132.5
MAT-12983,SUP-014,1032,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0038, ""sulfur_content"": 0.0229}",2024-01-29,464,178.3
MAT-12984,SUP-014,3894,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0099, ""sulfur_content"": 0.0177}",2022-07-02,404,401.73
MAT-12985,SUP-014,9607,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0014, ""sulfur_content"": 0.0204}",2021-02-27,229,428.2
MAT-12986,SUP-014,3329,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0055, ""sulfur_content"": 0.0194}",2023-01-30,125,31.22
MAT-12987,SUP-014,5999,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0032, ""sulfur_content"": 0.024}",2024-02-17,482,94.29
MAT-12988,SUP-014,2581,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0049, ""sulfur_content"": 0.016}",2021-08-03,168,64.19
MAT-12989,SUP-014,6475,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0059, ""sulfur_content"": 0.0109}",2024-05-23,260,265.98
MAT-12990,SUP-014,2249,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0013, ""sulfur_content"": 0.0125}",2020-04-21,491,429.82
MAT-12991,SUP-014,3766,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0088, ""sulfur_content"": 0.0213}",2021-12-28,326,491.47
MAT-12992,SUP-014,9046,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0031, ""sulfur_content"": 0.0169}",2021-09-29,313,433.02
MAT-12993,SUP-014,9296,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0091, ""sulfur_content"": 0.0233}",2024-04-09,381,210.32
MAT-12994,SUP-014,3104,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.004, ""sulfur_content"": 0.0107}",2020-08-03,161,193.05
MAT-12995,SUP-014,2497,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0052, ""sulfur_content"": 0.014}",2024-07-11,472,61.95
MAT-12996,SUP-014,6189,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0012, ""sulfur_content"": 0.0191}",2020-09-28,491,70.01
MAT-12997,SUP-014,7611,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0041, ""sulfur_content"": 0.018}",2023-03-05,133,208.13
MAT-12998,SUP-014,1399,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0037, ""sulfur_content"": 0.0144}",2022-09-22,430,338.58
MAT-12999,SUP-014,5686,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.008, ""sulfur_content"": 0.013}",2020-01-27,227,40.53
MAT-13000,SUP-014,7804,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0019, ""sulfur_content"": 0.019}",2024-10-19,396,386.05
MAT-13001,SUP-014,8445,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0083, ""sulfur_content"": 0.0205}",2022-01-12,136,117.83
MAT-13002,SUP-014,9398,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0052, ""sulfur_content"": 0.0187}",2021-10-08,236,11.5
MAT-13003,SUP-014,3408,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0016, ""sulfur_content"": 0.01}",2022-09-23,379,434.34
MAT-13004,SUP-014,6004,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0081, ""sulfur_content"": 0.0192}",2020-12-13,138,312.56
MAT-13005,SUP-014,5741,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.0046, ""sulfur_content"": 0.019}",2020-11-22,237,362.58
MAT-13006,SUP-014,4666,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0035, ""sulfur_content"": 0.0156}",2023-05-23,353,165.2
MAT-13007,SUP-014,8069,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0037, ""sulfur_content"": 0.0212}",2024-07-21,473,174.53
MAT-13008,SUP-014,1786,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0032, ""sulfur_content"": 0.0218}",2023-05-31,421,329.43
MAT-13009,SUP-014,7202,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0051, ""sulfur_content"": 0.0181}",2020-11-19,327,204.32
MAT-13010,SUP-014,9308,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0089, ""sulfur_content"": 0.0149}",2020-02-20,187,30.29
MAT-13011,SUP-014,1871,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0067, ""sulfur_content"": 0.0249}",2021-03-24,458,148.42
MAT-13012,SUP-014,3483,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0075, ""sulfur_content"": 0.0215}",2020-02-05,104,393.82
MAT-13013,SUP-014,1835,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.002, ""sulfur_content"": 0.011}",2020-10-11,249,474.24
MAT-13014,SUP-014,9821,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0047, ""sulfur_content"": 0.0145}",2022-04-15,268,214.17
MAT-13015,SUP-014,8906,steel_bar,"{""grade"": ""A"", ""tolerance"": 0.0097, ""sulfur_content"": 0.0141}",2022-11-14,113,435.94
MAT-13016,SUP-014,2413,steel_plate,"{""grade"": ""A"", ""tolerance"": 0.0025, ""sulfur_content"": 0.0238}",2023-05-13,57,134.51
MAT-13017,SUP-014,1531,steel_bar,"{""grade"": ""B"", ""tolerance"": 0.0048, ""sulfur_content"": 0.0108}",2024-04-03,171,212.38
MAT-13018,SUP-014,5170,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0075, ""sulfur_content"": 0.0234}",2024-07-19,244,378.9
MAT-13019,SUP-014,5955,steel_tube,"{""grade"": ""A"", ""tolerance"": 0.0068, ""sulfur_content"": 0.0207}",2020-01-29,260,227.08
MAT-13020,SUP-014,6897,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0067, ""sulfur_content"": 0.0106}",2020-12-16,259,389.46
MAT-13021,SUP-014,6545,steel_rod,"{""grade"": ""A"", ""tolerance"": 0.0067, ""sulfur_content"": 0.0183}",2020-07-29,66,136.06
MAT-13022,SUP-014,5538,steel_tube,"{""grade"": ""B"", ""tolerance"": 0.0034, ""sulfur_content"": 0.0214}",2025-01-19,461,206.35
MAT-13023,SUP-014,3308,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0038, ""sulfur_content"": 0.025}",2021-09-22,422,135.8
MAT-13024,SUP-014,1748,steel_bar,"{""grade"": ""C"", ""tolerance"": 0.0068, ""sulfur_content"": 0.0199}",2023-07-22,302,478.43
MAT-13025,SUP-014,6342,steel_plate,"{""grade"": ""C"", ""tolerance"": 0.0016, ""sulfur_content"": 0.0242}",2021-07-05,106,221.29
MAT-13026,SUP-014,9377,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0074, ""sulfur_content"": 0.0236}",2022-06-27,232,28.71
MAT-13027,SUP-014,7772,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0071, ""sulfur_content"": 0.0226}",2020-11-20,102,174.08
MAT-13028,SUP-014,1243,steel_rod,"{""grade"": ""B"", ""tolerance"": 0.0093, ""sulfur_content"": 0.0206}",2023-12-24,297,359.4
MAT-13029,SUP-014,9251,steel_tube,"{""grade"": ""C"", ""tolerance"": 0.0095, ""sulfur_content"": 0.0119}",2024-07-24,278,310.88
MAT-13030,SUP-014,4303,steel_rod,"{""grade"": ""C"", ""tolerance"": 0.0067, ""sulfur_content"": 0.024}",2024-12-05,173,442.09
MAT-13031,SUP-014,8907,steel_plate,"{""grade"": ""B"", ""tolerance"": 0.008, ""sulfur_content"": 0.02}",2024-02-14,311,61.52
